21	18	1.0
228	227	1.0
194	119	1.0
215	38	1.0
10	175	1.0
176	232	1.0
201	187	1.0
88	134	1.0
130	129	1.0
123	195	1.0
92	169	1.0
265	148	1.0
58	185	1.0
149	157	1.0
266	178	1.0
25	34	1.0
16	214	1.0
37	206	1.0
93	17	1.0
12	112	1.0
124	240	1.0
190	8	1.0
276	98	1.0
277	111	1.0
278	50	1.0
167	100	1.0
280	66	1.0
281	138	1.0
282	63	1.0
283	162	1.0
284	174	1.0
285	121	1.0
286	109	1.0
287	207	1.0
288	5	1.0
289	168	1.0
225	203	1.0
291	86	1.0
292	56	1.0
293	45	1.0
294	6	1.0
290	22	1.0
296	20	1.0
297	51	1.0
91	106	1.0
299	211	1.0
300	128	1.0
301	147	1.0
302	141	1.0
44	137	1.0
108	212	1.0
305	102	1.0
306	165	1.0
307	246	1.0
308	135	1.0
309	90	1.0
310	202	1.0
311	117	1.0
312	116	1.0
222	31	1.0
314	62	1.0
315	196	1.0
316	193	1.0
230	107	1.0
104	180	1.0
2	32	1.0
158	152	1.0
243	250	1.0
144	29	1.0
216	61	1.0
242	245	1.0
133	24	1.0
210	254	1.0
264	19	0.928571428571
328	160	0.928571428571
269	304	0.928571428571
330	319	0.928571428571
329	267	0.928571428571
268	236	0.928571428571
333	11	0.928571428571
270	39	0.928571428571
335	163	0.928571428571
271	35	0.928571428571
337	156	0.928571428571
272	1	0.928571428571
339	125	0.928571428571
273	192	0.928571428571
341	26	0.928571428571
274	9	0.928571428571
343	76	0.928571428571
275	161	0.928571428571
345	219	0.928571428571
331	332	0.923076923077
347	224	0.923076923077
334	320	0.923076923077
336	321	0.923076923077
338	322	0.923076923077
340	323	0.923076923077
342	324	0.923076923077
346	325	0.923076923077
255	54	0.909090909091
256	234	0.909090909091
257	177	0.909090909091
258	155	0.909090909091
261	57	0.909090909091
259	85	0.909090909091
262	126	0.909090909091
263	60	0.909090909091
351	354	0.909090909091
171	229	0.909090909091
237	14	0.909090909091
348	349	0.875
350	182	0.875
363	364	0.875
352	244	0.875
353	213	0.875
344	251	0.875
81	189	0.875
366	368	0.846153846154
367	365	0.846153846154
371	96	0.846153846154
373	186	0.846153846154
355	170	0.833333333333
356	359	0.833333333333
357	46	0.833333333333
360	143	0.833333333333
260	42	0.833333333333
361	43	0.833333333333
362	55	0.833333333333
378	377	0.8
298	303	0.8
295	13	0.8
379	65	0.8
358	47	0.8
382	197	0.8
313	279	0.777777777778
317	231	0.777777777778
376	369	0.733333333333
184	82	0.733333333333
374	15	0.733333333333
370	252	0.733333333333
392	375	0.727272727273
394	220	0.727272727273
396	397	0.625
209	239	0.625
395	205	0.625
372	0	0.625
384	389	0.611111111111
387	23	0.611111111111
388	75	0.611111111111
380	132	0.611111111111
381	48	0.611111111111
383	7	0.611111111111
145	136	0.6
238	159	0.6
118	103	0.6
191	200	0.6
140	28	0.6
70	139	0.6
89	30	0.6
59	122	0.6
235	150	0.6
188	217	0.578947368421
402	406	0.578947368421
223	151	0.578947368421
403	247	0.578947368421
69	114	0.578947368421
405	253	0.578947368421
407	33	0.578947368421
408	67	0.555555555556
412	84	0.555555555556
413	198	0.555555555556
418	420	0.538461538462
398	400	0.52380952381
393	241	0.52380952381
417	208	0.5
385	386	0.5
424	425	0.5
426	68	0.5
419	71	0.5
429	153	0.5
422	423	0.486486486486
391	73	0.486486486486
41	120	0.486486486486
401	399	0.486486486486
199	166	0.486486486486
411	173	0.486486486486
142	218	0.486486486486
415	416	0.486486486486
49	113	0.486486486486
439	172	0.478260869565
427	436	0.45
445	404	0.45
446	146	0.45
447	94	0.45
434	438	0.44
440	421	0.44
450	414	0.428571428571
443	444	0.4
449	435	0.387096774194
433	248	0.375
326	36	0.363636363636
327	131	0.363636363636
448	430	0.333333333333
455	95	0.333333333333
79	154	0.333333333333
460	97	0.333333333333
461	78	0.333333333333
462	249	0.333333333333
463	74	0.333333333333
464	204	0.333333333333
432	459	0.333333333333
452	453	0.333333333333
454	467	0.333333333333
27	77	0.333333333333
410	221	0.333333333333
468	441	0.333333333333
3	99	0.333333333333
472	87	0.333333333333
473	127	0.333333333333
474	80	0.333333333333
471	442	0.333333333333
476	101	0.333333333333
458	477	0.32
478	451	0.3125
470	53	0.3125
479	428	0.307692307692
481	466	0.304347826087
482	409	0.304347826087
480	52	0.272727272727
483	437	0.272727272727
181	179	0.266666666667
485	484	0.259259259259
4	183	0.25
487	475	0.25
489	486	0.25
110	105	0.25
490	390	0.243243243243
431	469	0.217391304348
492	83	0.2
494	115	0.2
465	456	0.2
318	72	0.2
495	457	0.2
491	64	0.2
498	226	0.176470588235
500	493	0.157894736842
501	499	0.142857142857
497	40	0.130434782609
502	496	0.108108108108
504	488	0.105263157895
505	503	0.1
506	164	0.0769230769231
507	233	0.0416666666667
